Date,Store_ID,Product_ID,Category,Region,Price,Units_Sold,Promotion,Holiday,Temperature,Rainfall,Sales
2024-05-08,S002,P004,Home,South,290,141,No,No,20.3,5.4,40890
2024-05-08,S003,P014,Clothing,East,478,55,No,No,26.6,3.9,26290
2024-05-08,S003,P002,Clothing,East,455,44,No,No,19.5,3.7,20020
2024-05-08,S003,P018,Clothing,East,891,38,No,No,21.6,2.2,33858
2024-05-08,S003,P004,Home,East,290,95,No,No,20.0,6.1,27550
2024-05-08,S003,P015,Grocery,East,107,103,No,No,21.1,1.4,11021
2024-05-08,S003,P009,Electronics,East,634,67,No,No,13.4,7.6,42478
2024-05-08,S003,P003,Grocery,East,880,77,No,No,25.8,3.3,67760
2024-05-08,S004,P004,Home,West,290,117,No,No,24.7,4.5,33930
2024-05-08,S004,P016,Home,West,392,25,No,No,15.1,1.3,9800
2024-05-08,S004,P013,Electronics,West,350,17,No,No,21.6,4.0,5950
2024-05-08,S004,P008,Home,West,40,110,No,No,21.0,1.2,4400
2024-05-08,S004,P006,Clothing,West,91,128,Yes,No,24.7,3.7,11648
2024-05-08,S004,P015,Grocery,West,107,60,Yes,No,25.3,6.3,6420
2024-05-08,S004,P009,Electronics,West,634,113,No,No,22.3,3.7,71642
2024-05-08,S005,P017,Electronics,Central,119,69,No,No,23.3,5.8,8211
2024-05-08,S005,P005,Electronics,Central,126,85,No,No,24.2,2.0,10710
2024-05-08,S005,P002,Clothing,Central,455,70,No,No,21.4,1.7,31850
2024-05-08,S005,P007,Grocery,Central,720,74,Yes,No,22.6,1.5,53280
2024-05-08,S005,P001,Electronics,Central,122,59,No,No,15.8,3.5,7198
2024-05-08,S005,P003,Grocery,Central,880,149,Yes,No,12.5,3.0,131120
2024-05-08,S005,P016,Home,Central,392,42,No,No,14.3,3.0,16464
2024-05-09,S001,P015,Grocery,North,107,132,No,No,21.9,3.4,14124
2024-05-09,S001,P018,Clothing,North,891,44,No,No,23.3,4.2,39204
2024-05-09,S001,P013,Electronics,North,350,103,Yes,No,22.9,2.9,36050
2024-05-09,S001,P009,Electronics,North,634,42,Yes,No,23.9,3.5,26628
2024-05-09,S001,P020,Home,North,150,85,No,No,21.4,2.7,12750
2024-05-09,S001,P010,Clothing,North,141,64,No,No,11.5,3.4,9024
2024-05-09,S001,P005,Electronics,North,126,30,No,No,24.8,1.7,3780
2024-05-09,S002,P020,Home,South,150,91,No,No,33.4,6.9,13650
2024-05-09,S002,P019,Grocery,South,683,90,No,No,34.5,0.0,61470
2024-05-09,S002,P013,Electronics,South,350,127,Yes,No,29.6,1.7,44450
2024-05-09,S002,P007,Grocery,South,720,72,Yes,No,21.9,4.1,51840
2024-05-09,S002,P006,Clothing,South,91,36,No,No,23.8,4.3,3276
2024-05-09,S002,P004,Home,South,290,48,No,No,27.5,3.0,13920
2024-05-09,S002,P011,Grocery,South,486,46,No,No,31.0,2.7,22356
2024-05-09,S003,P007,Grocery,East,720,114,No,No,20.0,1.2,82080
2024-05-09,S003,P015,Grocery,East,107,35,No,No,22.5,2.9,3745
2024-05-09,S003,P005,Electronics,East,126,107,No,No,19.8,3.5,13482
2024-05-09,S003,P019,Grocery,East,683,105,No,No,21.8,3.1,71715
2024-05-09,S003,P013,Electronics,East,350,109,No,No,16.4,5.2,38150
2024-05-09,S003,P009,Electronics,East,634,143,Yes,No,17.8,3.2,90662
2024-05-09,S003,P011,Grocery,East,486,92,No,No,12.2,4.8,44712
2024-05-09,S004,P014,Clothing,West,478,91,No,No,22.7,5.0,43498
2024-05-09,S004,P007,Grocery,West,720,66,No,No,25.5,0.9,47520
2024-05-09,S004,P017,Electronics,West,119,58,No,No,18.2,3.5,6902
2024-05-09,S004,P012,Home,West,234,34,No,No,26.9,3.8,7956
2024-05-09,S004,P016,Home,West,392,92,No,No,16.6,6.6,36064
2024-05-09,S004,P001,Electronics,West,122,81,Yes,No,25.2,7.7,9882
2024-05-09,S004,P005,Electronics,West,126,78,Yes,No,29.7,0.0,9828
2024-05-09,S005,P016,Home,Central,392,45,Yes,No,27.8,4.9,17640
2024-05-09,S005,P015,Grocery,Central,107,96,No,No,19.3,2.9,10272
2024-05-09,S005,P001,Electronics,Central,122,111,No,No,26.2,4.1,13542
2024-05-09,S005,P007,Grocery,Central,720,90,Yes,No,23.8,0.4,64800
2024-05-09,S005,P018,Clothing,Central,891,126,Yes,No,25.0,4.5,112266
2024-05-09,S005,P017,Electronics,Central,119,96,No,No,20.3,4.4,11424
2024-05-09,S005,P002,Clothing,Central,455,111,No,No,18.8,4.4,50505
2024-05-10,S001,P015,Grocery,North,107,110,No,No,23.6,0.0,11770
2024-05-10,S001,P009,Electronics,North,634,34,No,No,17.2,5.3,21556
2024-05-10,S001,P017,Electronics,North,119,91,No,No,20.1,6.1,10829
2024-05-10,S001,P019,Grocery,North,683,94,No,No,30.6,5.1,64202
2024-05-10,S001,P010,Clothing,North,141,68,No,No,19.7,2.2,9588
2024-05-10,S001,P011,Grocery,North,486,76,No,No,22.0,0.9,36936
2024-05-10,S001,P006,Clothing,North,91,43,No,No,23.7,2.4,3913
2024-05-10,S002,P004,Home,South,290,121,No,No,31.8,0.0,35090
2024-05-10,S002,P005,Electronics,South,126,53,No,No,29.8,3.4,6678
2024-05-10,S002,P013,Electronics,South,350,88,No,No,27.3,1.9,30800
2024-05-10,S002,P007,Grocery,South,720,71,No,No,28.7,0.7,51120
2024-05-10,S002,P018,Clothing,South,891,38,No,No,37.1,3.5,33858
2024-05-10,S002,P015,Grocery,South,107,88,No,No,22.0,2.9,9416
2024-05-10,S002,P014,Clothing,South,478,121,No,No,27.4,0.0,57838
2024-05-10,S003,P018,Clothing,East,891,106,No,No,21.4,4.7,94446
2024-05-10,S003,P012,Home,East,234,74,No,No,19.0,0.0,17316
2024-05-10,S003,P020,Home,East,150,86,No,No,22.7,1.4,12900
2024-05-10,S003,P015,Grocery,East,107,56,No,No,15.7,1.4,5992
2024-05-10,S003,P007,Grocery,East,720,93,No,No,22.5,2.5,66960
2024-05-10,S003,P017,Electronics,East,119,71,No,No,25.8,1.9,8449
2024-05-10,S003,P002,Clothing,East,455,92,No,No,31.4,5.5,41860
2024-05-10,S004,P015,Grocery,West,107,34,No,No,21.5,1.8,3638
2024-05-10,S004,P001,Electronics,West,122,30,Yes,No,26.4,2.7,3660
2024-05-10,S004,P012,Home,West,234,83,No,No,24.8,6.1,19422
2024-05-10,S004,P013,Electronics,West,350,59,No,No,22.6,5.3,20650
2024-05-10,S004,P004,Home,West,290,113,No,No,23.7,2.0,32770
2024-05-10,S004,P016,Home,West,392,61,No,No,23.3,6.2,23912
2024-05-10,S004,P006,Clothing,West,91,82,No,No,23.3,5.9,7462
2024-05-10,S005,P018,Clothing,Central,891,116,No,No,17.1,5.7,103356
2024-05-10,S005,P006,Clothing,Central,91,66,No,No,25.2,3.0,6006
2024-05-10,S005,P011,Grocery,Central,486,36,No,No,20.4,6.2,17496
2024-05-10,S005,P019,Grocery,Central,683,49,No,No,23.6,2.8,33467
2024-05-10,S005,P017,Electronics,Central,119,136,Yes,No,25.8,3.7,16184
2024-05-10,S005,P001,Electronics,Central,122,77,Yes,No,18.1,5.6,9394
2024-05-10,S005,P015,Grocery,Central,107,91,No,No,22.6,4.7,9737
2024-05-11,S001,P006,Clothing,North,91,67,No,No,20.0,4.1,6097
2024-05-11,S001,P018,Clothing,North,891,84,No,No,21.6,1.6,74844
2024-05-11,S001,P014,Clothing,North,478,37,No,No,30.6,3.4,17686
2024-05-11,S001,P019,Grocery,North,683,134,No,No,27.5,0.2,91522
2024-05-11,S001,P009,Electronics,North,634,56,No,No,27.1,2.8,35504
2024-05-11,S001,P020,Home,North,150,138,No,No,22.6,1.6,20700
2024-05-11,S001,P001,Electronics,North,122,95,No,No,23.2,0.9,11590
2024-05-11,S002,P002,Clothing,South,455,89,No,No,22.0,3.5,40495
2024-05-11,S002,P015,Grocery,South,107,128,Yes,No,31.5,5.8,13696
2024-05-11,S002,P001,Electronics,South,122,40,No,No,23.5,2.8,4880
2024-05-11,S002,P010,Clothing,South,141,116,No,No,29.7,3.5,16356
2024-05-11,S002,P008,Home,South,40,101,No,No,27.6,0.0,4040
2024-05-11,S002,P020,Home,South,150,115,No,No,34.7,4.1,17250
2024-05-11,S002,P009,Electronics,South,634,115,No,No,34.5,2.8,72910
2024-05-11,S003,P016,Home,East,392,26,No,No,21.3,5.0,10192
2024-05-11,S003,P001,Electronics,East,122,96,Yes,No,21.8,2.7,11712
2024-05-11,S003,P019,Grocery,East,683,105,No,No,22.5,3.9,71715
2024-05-11,S003,P011,Grocery,East,486,15,No,No,20.7,2.5,7290
2024-05-11,S003,P006,Clothing,East,91,74,No,No,24.8,2.4,6734
2024-05-11,S003,P018,Clothing,East,891,75,No,No,15.4,2.7,66825
2024-05-11,S003,P010,Clothing,East,141,118,No,No,27.9,0.0,16638
2024-05-11,S004,P008,Home,West,40,86,No,No,21.2,1.3,3440
2024-05-11,S004,P017,Electronics,West,119,101,No,No,24.8,3.5,12019
2024-05-11,S004,P012,Home,West,234,112,No,No,22.6,3.3,26208
2024-05-11,S004,P002,Clothing,West,455,77,No,No,22.0,2.8,35035
2024-05-11,S004,P011,Grocery,West,486,57,No,No,27.0,2.9,27702
2024-05-11,S004,P018,Clothing,West,891,17,No,No,20.6,4.1,15147
2024-05-11,S004,P003,Grocery,West,880,90,No,No,18.1,3.1,79200
2024-05-11,S005,P007,Grocery,Central,720,118,No,No,21.2,3.0,84960
2024-05-11,S005,P016,Home,Central,392,44,No,No,24.7,3.9,17248
2024-05-11,S005,P018,Clothing,Central,891,79,No,No,20.0,2.3,70389
2024-05-11,S005,P004,Home,Central,290,55,No,No,23.7,2.4,15950
2024-05-11,S005,P020,Home,Central,150,127,Yes,No,19.6,2.4,19050
2024-05-11,S005,P002,Clothing,Central,455,45,No,No,19.1,3.6,20475
2024-05-11,S005,P006,Clothing,Central,91,68,Yes,No,20.8,0.8,6188
2024-05-12,S001,P007,Grocery,North,720,46,Yes,No,21.2,0.5,33120
2024-05-12,S001,P001,Electronics,North,122,61,No,No,30.5,2.1,7442
2024-05-12,S001,P008,Home,North,40,35,No,No,18.5,4.7,1400
2024-05-12,S001,P011,Grocery,North,486,128,Yes,No,18.7,4.8,62208
2024-05-12,S001,P017,Electronics,North,119,126,No,No,20.6,2.5,14994
2024-05-12,S001,P014,Clothing,North,478,94,No,No,20.7,4.6,44932
2024-05-12,S001,P015,Grocery,North,107,104,No,No,20.9,3.0,11128
2024-05-12,S002,P013,Electronics,South,350,37,No,No,20.7,0.9,12950
2024-05-12,S002,P019,Grocery,South,683,83,No,No,22.4,1.4,56689
2024-05-12,S002,P007,Grocery,South,720,119,Yes,No,27.7,3.5,85680
2024-05-12,S002,P012,Home,South,234,101,No,No,34.3,1.9,23634
2024-05-12,S002,P008,Home,South,40,124,No,No,29.3,4.1,4960
2024-05-12,S002,P009,Electronics,South,634,87,Yes,No,29.3,4.1,55158
2024-05-12,S002,P003,Grocery,South,880,101,No,No,27.0,2.3,88880
2024-05-12,S003,P008,Home,East,40,22,No,No,21.5,2.1,880
2024-05-12,S003,P013,Electronics,East,350,26,No,No,19.3,4.1,9100
2024-05-12,S003,P006,Clothing,East,91,119,No,No,23.0,0.0,10829
2024-05-12,S003,P009,Electronics,East,634,70,Yes,No,22.7,6.3,44380
2024-05-12,S003,P010,Clothing,East,141,31,Yes,No,17.4,2.3,4371
2024-05-12,S003,P001,Electronics,East,122,62,No,No,20.1,3.7,7564
2024-05-12,S003,P017,Electronics,East,119,58,Yes,No,21.2,0.0,6902
2024-05-12,S004,P010,Clothing,West,141,15,No,No,23.2,0.7,2115
2024-05-12,S004,P009,Electronics,West,634,116,No,No,18.9,4.7,73544
2024-05-12,S004,P019,Grocery,West,683,79,No,No,24.4,4.9,53957
2024-05-12,S004,P004,Home,West,290,44,No,No,28.8,1.5,12760
2024-05-12,S004,P018,Clothing,West,891,41,Yes,No,23.0,0.6,36531
2024-05-12,S004,P012,Home,West,234,60,Yes,No,22.2,3.4,14040
2024-05-12,S004,P002,Clothing,West,455,26,No,No,26.7,0.7,11830
2024-05-12,S005,P016,Home,Central,392,114,No,No,14.6,3.2,44688
2024-05-12,S005,P015,Grocery,Central,107,85,No,No,22.3,0.0,9095
2024-05-12,S005,P006,Clothing,Central,91,89,No,No,16.8,0.9,8099
2024-05-12,S005,P017,Electronics,Central,119,84,No,No,21.1,4.4,9996
2024-05-12,S005,P002,Clothing,Central,455,24,No,No,29.7,0.5,10920
2024-05-12,S005,P019,Grocery,Central,683,156,Yes,No,18.1,4.1,106548
2024-05-12,S005,P004,Home,Central,290,90,No,No,17.4,1.7,26100
2024-05-13,S001,P001,Electronics,North,122,101,Yes,No,17.3,3.5,12322
2024-05-13,S001,P020,Home,North,150,45,No,No,20.9,5.0,6750
2024-05-13,S001,P007,Grocery,North,720,67,Yes,No,19.4,2.5,48240
2024-05-13,S001,P015,Grocery,North,107,65,Yes,No,23.1,1.1,6955
2024-05-13,S001,P004,Home,North,290,44,No,No,17.0,0.8,12760
2024-05-13,S001,P016,Home,North,392,85,No,No,28.3,4.8,33320
2024-05-13,S001,P018,Clothing,North,891,27,No,No,19.1,2.6,24057
2024-05-13,S002,P007,Grocery,South,720,112,Yes,No,25.2,0.9,80640
2024-05-13,S002,P017,Electronics,South,119,28,No,No,25.5,2.3,3332
2024-05-13,S002,P020,Home,South,150,117,No,No,25.6,4.7,17550
2024-05-13,S002,P019,Grocery,South,683,106,No,No,24.1,3.1,72398
2024-05-13,S002,P015,Grocery,South,107,86,Yes,No,31.3,4.4,9202
2024-05-13,S002,P010,Clothing,South,141,84,No,No,32.0,3.4,11844
2024-05-13,S002,P008,Home,South,40,62,Yes,No,24.6,4.8,2480
2024-05-13,S003,P010,Clothing,East,141,77,No,No,24.7,0.0,10857
2024-05-13,S003,P016,Home,East,392,126,Yes,No,26.8,7.1,49392
2024-05-13,S003,P017,Electronics,East,119,61,No,No,25.8,5.1,7259
2024-05-13,S003,P014,Clothing,East,478,89,No,No,16.1,2.0,42542
2024-05-13,S003,P008,Home,East,40,89,No,No,23.1,1.8,3560
2024-05-13,S003,P006,Clothing,East,91,151,Yes,No,15.6,3.4,13741
2024-05-13,S003,P020,Home,East,150,44,No,No,20.9,3.0,6600
2024-05-13,S004,P003,Grocery,West,880,80,No,No,20.4,1.1,70400
2024-05-13,S004,P016,Home,West,392,84,No,No,19.8,4.7,32928
2024-05-13,S004,P006,Clothing,West,91,111,No,No,19.7,2.4,10101
2024-05-13,S004,P010,Clothing,West,141,68,Yes,No,26.8,2.7,9588
2024-05-13,S004,P004,Home,West,290,111,Yes,No,25.7,4.7,32190
2024-05-13,S004,P011,Grocery,West,486,108,No,No,22.8,4.5,52488
2024-05-13,S004,P002,Clothing,West,455,45,No,No,16.0,0.3,20475
2024-05-13,S005,P003,Grocery,Central,880,42,No,No,26.2,5.7,36960
2024-05-13,S005,P007,Grocery,Central,720,58,Yes,No,25.7,0.8,41760
2024-05-13,S005,P002,Clothing,Central,455,34,No,No,18.1,3.9,15470
2024-05-13,S005,P013,Electronics,Central,350,63,Yes,No,24.1,6.6,22050
2024-05-13,S005,P014,Clothing,Central,478,13,No,No,20.7,3.5,6214
2024-05-13,S005,P009,Electronics,Central,634,30,No,No,26.5,1.3,19020
2024-05-13,S005,P008,Home,Central,40,102,Yes,No,18.0,3.8,4080
2024-05-14,S001,P009,Electronics,North,634,95,No,No,20.0,0.0,60230
2024-05-14,S001,P019,Grocery,North,683,84,No,No,21.1,1.4,57372
2024-05-14,S001,P020,Home,North,150,85,No,No,25.0,5.0,12750
2024-05-14,S001,P006,Clothing,North,91,92,No,No,22.6,7.5,8372
2024-05-14,S001,P015,Grocery,North,107,160,Yes,No,16.7,5.1,17120
2024-05-14,S001,P013,Electronics,North,350,43,No,No,22.3,5.8,15050
2024-05-14,S001,P018,Clothing,North,891,87,No,No,20.2,3.9,77517
2024-05-14,S002,P006,Clothing,South,91,71,No,No,27.8,1.7,6461
2024-05-14,S002,P019,Grocery,South,683,66,No,No,22.7,0.0,45078
2024-05-14,S002,P013,Electronics,South,350,88,Yes,No,26.4,3.0,30800
2024-05-14,S002,P018,Clothing,South,891,50,No,No,21.7,6.1,44550
2024-05-14,S002,P020,Home,South,150,113,No,No,24.4,6.3,16950
2024-05-14,S002,P002,Clothing,South,455,86,No,No,29.4,3.6,39130
2024-05-14,S002,P010,Clothing,South,141,15,No,No,22.2,2.4,2115
2024-05-14,S003,P009,Electronics,East,634,108,Yes,No,27.9,2.8,68472
2024-05-14,S003,P015,Grocery,East,107,87,No,No,25.3,4.7,9309
2024-05-14,S003,P002,Clothing,East,455,75,No,No,9.0,4.5,34125
2024-05-14,S003,P014,Clothing,East,478,103,Yes,No,25.1,3.1,49234
2024-05-14,S003,P016,Home,East,392,108,No,No,24.1,3.1,42336
2024-05-14,S003,P004,Home,East,290,40,No,No,15.2,0.0,11600
2024-05-14,S003,P001,Electronics,East,122,25,Yes,No,21.9,2.1,3050
2024-05-14,S004,P006,Clothing,West,91,10,No,No,25.8,5.0,910
2024-05-14,S004,P017,Electronics,West,119,8,No,No,30.4,3.1,952
2024-05-14,S004,P010,Clothing,West,141,86,Yes,No,24.4,0.1,12126
2024-05-14,S004,P018,Clothing,West,891,90,No,No,22.8,5.3,80190
2024-05-14,S004,P003,Grocery,West,880,82,No,No,22.7,0.0,72160
2024-05-14,S004,P020,Home,West,150,61,Yes,No,11.4,1.5,9150
2024-05-14,S004,P015,Grocery,West,107,129,Yes,No,17.4,3.2,13803
2024-05-14,S005,P003,Grocery,Central,880,84,Yes,No,13.3,2.6,73920
2024-05-14,S005,P014,Clothing,Central,478,118,No,No,27.7,4.9,56404
2024-05-14,S005,P016,Home,Central,392,99,No,No,25.4,1.6,38808
2024-05-14,S005,P004,Home,Central,290,90,No,No,22.2,1.3,26100
2024-05-14,S005,P002,Clothing,Central,455,99,No,No,26.3,4.7,45045
2024-05-14,S005,P017,Electronics,Central,119,124,No,No,40.8,0.0,14756
2024-05-14,S005,P011,Grocery,Central,486,36,No,No,21.8,5.6,17496
2024-05-15,S001,P015,Grocery,North,107,142,Yes,No,28.3,0.0,15194
2024-05-15,S001,P004,Home,North,290,86,Yes,No,20.8,1.2,24940
2024-05-15,S001,P003,Grocery,North,880,84,No,No,27.8,4.3,73920
2024-05-15,S001,P002,Clothing,North,455,99,No,No,23.2,6.1,45045
2024-05-15,S001,P013,Electronics,North,350,111,No,No,26.8,1.6,38850
2024-05-15,S001,P007,Grocery,North,720,116,No,No,26.7,3.2,83520
2024-05-15,S001,P019,Grocery,North,683,146,Yes,No,22.8,4.8,99718
2024-05-15,S002,P003,Grocery,South,880,29,No,No,31.3,3.6,25520
2024-05-15,S002,P013,Electronics,South,350,150,Yes,No,20.7,2.8,52500
2024-05-15,S002,P005,Electronics,South,126,54,No,No,25.2,0.3,6804
2024-05-15,S002,P009,Electronics,South,634,50,No,No,22.7,2.9,31700
2024-05-15,S002,P015,Grocery,South,107,94,No,No,26.4,3.7,10058
2024-05-15,S002,P007,Grocery,South,720,96,No,No,34.7,0.0,69120
2024-05-15,S002,P012,Home,South,234,24,No,No,27.2,1.6,5616
2024-05-15,S003,P004,Home,East,290,108,No,No,24.3,5.1,31320
2024-05-15,S003,P018,Clothing,East,891,77,Yes,No,23.7,4.9,68607
2024-05-15,S003,P002,Clothing,East,455,66,No,No,22.3,3.9,30030
2024-05-15,S003,P005,Electronics,East,126,46,No,No,20.8,4.7,5796
2024-05-15,S003,P012,Home,East,234,38,No,No,22.0,0.5,8892
2024-05-15,S003,P009,Electronics,East,634,114,No,No,27.0,1.2,72276
2024-05-15,S003,P011,Grocery,East,486,43,Yes,No,27.6,1.4,20898
2024-05-15,S004,P001,Electronics,West,122,131,Yes,No,18.5,4.7,15982
2024-05-15,S004,P018,Clothing,West,891,75,No,No,20.7,3.2,66825
2024-05-15,S004,P016,Home,West,392,30,No,No,20.0,3.2,11760
2024-05-15,S004,P005,Electronics,West,126,38,No,No,16.7,0.0,4788
2024-05-15,S004,P009,Electronics,West,634,49,No,No,19.9,0.0,31066
2024-05-15,S004,P002,Clothing,West,455,127,Yes,No,29.3,3.2,57785
2024-05-15,S004,P014,Clothing,West,478,40,No,No,28.1,6.5,19120
2024-05-15,S005,P015,Grocery,Central,107,34,No,No,30.3,0.7,3638
2024-05-15,S005,P016,Home,Central,392,59,Yes,No,23.3,1.8,23128
2024-05-15,S005,P013,Electronics,Central,350,23,No,No,19.4,4.1,8050
2024-05-15,S005,P014,Clothing,Central,478,31,No,No,20.1,0.0,14818
2024-05-15,S005,P002,Clothing,Central,455,34,Yes,No,22.1,2.5,15470
2024-05-15,S005,P006,Clothing,Central,91,74,Yes,No,22.0,3.6,6734
2024-05-15,S005,P008,Home,Central,40,59,No,No,17.5,2.1,2360
2024-05-16,S001,P003,Grocery,North,880,106,Yes,No,19.5,2.1,93280
2024-05-16,S001,P013,Electronics,North,350,54,No,No,21.6,6.9,18900
2024-05-16,S001,P009,Electronics,North,634,49,No,No,20.4,4.0,31066
2024-05-16,S001,P014,Clothing,North,478,96,Yes,No,20.0,4.9,45888
2024-05-16,S001,P011,Grocery,North,486,107,No,No,18.9,7.1,52002
2024-05-16,S001,P005,Electronics,North,126,56,No,No,21.4,2.5,7056
2024-05-16,S001,P002,Clothing,North,455,53,Yes,No,19.8,2.5,24115
2024-05-16,S002,P005,Electronics,South,126,44,No,No,28.1,1.6,5544
2024-05-16,S002,P001,Electronics,South,122,143,Yes,No,25.4,3.0,17446
2024-05-16,S002,P010,Clothing,South,141,94,No,No,29.3,4.7,13254
2024-05-16,S002,P013,Electronics,South,350,61,No,No,28.0,2.7,21350
2024-05-16,S002,P017,Electronics,South,119,70,No,No,27.5,2.1,8330
2024-05-16,S002,P008,Home,South,40,89,Yes,No,27.9,0.7,3560
2024-05-16,S002,P004,Home,South,290,101,No,No,32.5,3.0,29290
2024-05-16,S003,P001,Electronics,East,122,22,No,No,22.7,1.6,2684
2024-05-16,S003,P017,Electronics,East,119,104,No,No,18.2,3.9,12376
2024-05-16,S003,P011,Grocery,East,486,78,No,No,24.5,2.3,37908
2024-05-16,S003,P020,Home,East,150,30,No,No,16.5,2.4,4500
2024-05-16,S003,P005,Electronics,East,126,31,No,No,19.0,3.7,3906
2024-05-16,S003,P010,Clothing,East,141,67,No,No,14.2,5.9,9447
2024-05-16,S003,P003,Grocery,East,880,77,No,No,18.3,0.6,67760
2024-05-16,S004,P009,Electronics,West,634,31,No,No,20.7,2.5,19654
2024-05-16,S004,P018,Clothing,West,891,46,No,No,20.8,1.8,40986
2024-05-16,S004,P006,Clothing,West,91,110,No,No,21.2,3.2,10010
2024-05-16,S004,P010,Clothing,West,141,97,Yes,No,20.8,0.4,13677
2024-05-16,S004,P014,Clothing,West,478,65,No,No,19.3,0.5,31070
2024-05-16,S004,P016,Home,West,392,61,Yes,No,22.2,1.6,23912
2024-05-16,S004,P007,Grocery,West,720,116,No,No,14.2,1.5,83520
2024-05-16,S005,P016,Home,Central,392,115,No,No,18.6,6.5,45080
2024-05-16,S005,P004,Home,Central,290,106,No,No,18.3,3.8,30740
2024-05-16,S005,P005,Electronics,Central,126,103,No,No,21.9,3.6,12978
2024-05-16,S005,P009,Electronics,Central,634,121,Yes,No,22.9,4.4,76714
2024-05-16,S005,P018,Clothing,Central,891,63,No,No,21.6,3.6,56133
2024-05-16,S005,P002,Clothing,Central,455,110,No,No,14.8,3.2,50050
2024-05-16,S005,P019,Grocery,Central,683,78,No,No,30.1,5.9,53274
2024-05-17,S001,P016,Home,North,392,38,No,No,16.0,3.6,14896
2024-05-17,S001,P010,Clothing,North,141,63,No,No,24.4,1.3,8883
2024-05-17,S001,P011,Grocery,North,486,16,No,No,20.5,4.0,7776
2024-05-17,S001,P008,Home,North,40,47,Yes,No,23.3,0.6,1880
2024-05-17,S001,P003,Grocery,North,880,44,Yes,No,12.3,0.9,38720
2024-05-17,S001,P006,Clothing,North,91,114,Yes,No,20.9,0.0,10374
2024-05-17,S001,P005,Electronics,North,126,123,No,No,14.3,3.4,15498
2024-05-17,S002,P013,Electronics,South,350,5,No,No,21.9,4.1,1750
2024-05-17,S002,P010,Clothing,South,141,54,No,No,29.1,1.7,7614
2024-05-17,S002,P016,Home,South,392,93,No,No,29.0,5.0,36456
2024-05-17,S002,P017,Electronics,South,119,66,No,No,27.3,3.8,7854
2024-05-17,S002,P001,Electronics,South,122,55,No,No,31.4,7.4,6710
2024-05-17,S002,P019,Grocery,South,683,65,No,No,28.1,4.1,44395
2024-05-17,S002,P015,Grocery,South,107,109,No,No,28.3,6.1,11663
2024-05-17,S003,P003,Grocery,East,880,103,Yes,No,13.5,4.6,90640
2024-05-17,S003,P006,Clothing,East,91,96,No,No,15.5,3.3,8736
2024-05-17,S003,P001,Electronics,East,122,49,No,No,20.0,0.3,5978
2024-05-17,S003,P005,Electronics,East,126,47,No,No,21.5,6.9,5922
2024-05-17,S003,P020,Home,East,150,35,No,No,12.8,1.4,5250
2024-05-17,S003,P017,Electronics,East,119,51,No,No,21.2,5.6,6069
2024-05-17,S003,P012,Home,East,234,52,No,No,18.5,0.0,12168
2024-05-17,S004,P017,Electronics,West,119,72,No,No,23.6,2.2,8568
2024-05-17,S004,P002,Clothing,West,455,64,No,No,22.1,2.2,29120
2024-05-17,S004,P003,Grocery,West,880,54,No,No,26.4,3.7,47520
2024-05-17,S004,P006,Clothing,West,91,71,No,No,28.3,4.3,6461
2024-05-17,S004,P008,Home,West,40,16,No,No,17.3,5.6,640
2024-05-17,S004,P001,Electronics,West,122,58,No,No,25.7,1.8,7076
2024-05-17,S004,P018,Clothing,West,891,75,No,No,18.9,2.8,66825
2024-05-17,S005,P018,Clothing,Central,891,87,No,No,20.0,4.7,77517
2024-05-17,S005,P014,Clothing,Central,478,71,No,No,25.3,5.5,33938
2024-05-17,S005,P008,Home,Central,40,39,No,No,16.5,2.3,1560
2024-05-17,S005,P010,Clothing,Central,141,117,Yes,No,17.6,3.0,16497
2024-05-17,S005,P012,Home,Central,234,85,No,No,19.7,7.5,19890
2024-05-17,S005,P004,Home,Central,290,100,No,No,23.0,1.9,29000
2024-05-17,S005,P013,Electronics,Central,350,143,Yes,No,26.3,1.8,50050
2024-05-18,S001,P004,Home,North,290,88,No,No,24.5,0.0,25520
2024-05-18,S001,P014,Clothing,North,478,166,Yes,No,14.3,4.3,79348
2024-05-18,S001,P015,Grocery,North,107,104,No,No,25.6,2.1,11128
2024-05-18,S001,P017,Electronics,North,119,80,No,No,22.9,7.1,9520
2024-05-18,S001,P011,Grocery,North,486,49,No,No,25.9,3.9,23814
2024-05-18,S001,P012,Home,North,234,163,Yes,No,24.0,4.3,38142
2024-05-18,S001,P001,Electronics,North,122,87,No,No,27.5,4.6,10614
2024-05-18,S002,P013,Electronics,South,350,136,No,No,22.2,2.7,47600
2024-05-18,S002,P019,Grocery,South,683,68,No,No,32.1,0.0,46444
2024-05-18,S002,P005,Electronics,South,126,116,No,No,30.2,4.7,14616
2024-05-18,S002,P017,Electronics,South,119,109,No,No,28.8,1.0,12971
2024-05-18,S002,P003,Grocery,South,880,48,No,No,30.9,4.4,42240
2024-05-18,S002,P015,Grocery,South,107,47,No,No,34.3,2.8,5029
2024-05-18,S002,P008,Home,South,40,113,No,No,26.9,3.0,4520
2024-05-18,S003,P014,Clothing,East,478,43,No,No,23.5,4.1,20554
2024-05-18,S003,P016,Home,East,392,42,Yes,No,24.2,1.7,16464
2024-05-18,S003,P004,Home,East,290,144,Yes,No,22.4,3.4,41760
2024-05-18,S003,P008,Home,East,40,60,No,No,20.7,3.9,2400
